date,press,title,content,url
2020-03-25,머니투데이,오늘 민식이법 시행 스쿨존 내 가장 많은 사고 유형은?,"[머니투데이 김남이 기자] 개정된 도로교통법, 이른바 ‘민식이법’이 본격 시행됐다. 최근 3년간 어린이보호구역(스쿨존) 내 교통사고는 어린이가 횡단하는 중 가장 많이 발생한 만큼 각별한 주의가 필요하다. 도로교통공단은 25일부터 시작된 민식이법 개정에 맞춰 관련 법률에 대한 올바른 이해와 실효성을 높이기 위한 노력을 당부했다. ‘ ‘민식이법’은 ..",http://news.moneytoday.co.kr/view/mtview.php?no=2020032514470581310&type=2
2020-03-25,서울신문,"[서울포토] ‘민식이법’ 첫날, 훼손 방치된 옐로 카펫",학교 앞 어린이 교통안전을 대폭 강화하고 교통사고 발생시 운전자 처벌을 대폭 강화하는 ‘민식이법(어린이 보호구역 관련 법 개정안)’이 시작된 25일 서울 용산구 한 초등학교 앞에 설치된 옐로카펫(어린이 교통사고 방지를 위해 횡단보도 앞에 노란색 페인트칠을 한 대기소)이 훼손된 채 흔적만 남아있다. 박윤슬 기자 seul@seoul.co.kr,http://www.seoul.co.kr/news/newsView.php?id=20200325500158
2020-03-25,서울신문,[서울포토] ‘민식이법’ 시행 첫날,학교 앞 어린이 교통안전을 대폭 강화하고 교통사고 발생시 운전자 처벌을 대폭 강화하는 ‘민식이법(어린이 보호구역 관련 법 개정안)’이 시작된 25일 서울 성동구의 한 초등학교 앞 스쿨존에 민식이법 안내 현수막이 게시돼 있다. 박윤슬 기자 seul@seoul.co.kr,http://www.seoul.co.kr/news/newsView.php?id=20200325500159
2020-03-25,세계일보,‘민식이법’ 우려 목소리 “사고시 운전자에게만 책임 전가”,지난 24일 서울 성동구의 한 초등학교 인근에 어린이보호구역 표지판이 세워져 있다. 뉴스1 25일 민식이법이 시행되면서 ‘스쿨존’ 교통사고에 대해서 운전자에게만 책임을 지우는건 지나치다는 목소리가 나온다. 우선 교통사고 전문 한문철 변호사는 자신의 유튜브 채널은 ‘한문철tv’를 통해 제보받은 여러 블랙박스 영상들을 공개하며 “아무리 조심해서 ..,http://www.segye.com/content/html/2020/03/25/20200325513864.html
2020-03-25,서울신문,"[서울포토] 스쿨존, 시속 30㎞ 넘지 마세요",학교 앞 어린이 교통안전을 대폭 강화하고 교통사고 발생시 운전자 처벌을 대폭 강화하는 ‘민식이법(어린이 보호구역 관련 법 개정안)’이 시작된 25일 서울 성동구의 한 초등학교 앞. 박윤슬 기자 seul@seoul.co.kr,http://www.seoul.co.kr/news/newsView.php?id=20200325500162
2020-03-25,세계일보,과속 차량에 불 꺼진 신호등 민식이법 첫날 스쿨존은 여전,민식이법 시행 첫날인 25일 부산 동래구 한 초등학교에 불법 주차된 차량 옆으로 한 어린이가 아찔한 보행을 하고 있다. 이른바 '민식이법'의 시행 첫날인 25일 전국의 어린이보호구역(스쿨존)에서는 이전과 달라진 모습이 잘 눈에 띄지 않았다. 지난해 9월 충남 아산 스쿨존에서 횡단보도를 건너던 9살 김민식 군이 사망한 사건을 계기로 도입된 '민식이..,http://www.segye.com/content/html/2020/03/25/20200325515298.html
2020-03-25,매일경제,[포토] `민식이법` 첫날 제한속도 지키세요,어린이보호구역(스쿨존)에서 아동 교통사고를 낼 경우 처벌을 강화하는 '민식이법'(개정 도로교통법)이 시행된 25일 서울 종로구 한 초등학교 앞에서 승용차가 서행하고 있다. [한주형 기자],http://news.mk.co.kr/newsRead.php?no=310992&year=2020
2020-03-25,KBS,‘민식이법’ 시행 어린이 보호구역 사고 처벌 강화,"학교 앞 어린이보호구역에서 교통안전단속을 대폭 강화하는 내용의 이른바 '민식이법'이 오늘 시행됐습니다. 이에 따라 시속 30km 이내의 속도로 운행해야 하는 스쿨존에서, 보호 의무를 위반해 운전하다 어린이를 숨지게 하거나 다치게 하면 가중처벌을 받게 됩니다. 어린이를 숨지게 한 경우엔 무기 또는 3년 이상의 징역, 다치게 한 때에는 1년 이상 ..",http://news.kbs.co.kr/news/view.do?ncd=4409934&ref=DA
2020-03-25,MBC,민식이법 첫날인데 스쿨존 '70km/h 쌩쌩' 차량도,"◀ 앵커 ▶ 어린이 보호구역, 스쿨존의 교통 안전을 크게 강화하는 이른바 '민식이 법'이 오늘부터 시행에 들어갔죠. 저희 취재진이 초등학교 주변 여러 곳에 나가봤는데, 과속도, 신호 위반도, 여전히 달라진 게 없었습니다. 허현호 기자가 현장취재했습니다. ◀ 리포트 ▶ 오늘 낮, 전주 조촌초등학교 앞. 시속 30킬로미터로 제한된 스쿨존이지만,..",https://imnews.imbc.com/replay/2020/nwdesk/article/5676414_32524.html
2020-03-25,SBS,'민식이법' 첫날 현장은 속도 측정기 없으면 '씽씽',"<앵커> 어린이보호구역에서 교통 단속과 처벌을 강화한 이른바 '민식이법'이 시행되고 있습니다. 첫날인 오늘(25일), 학교 앞 도로마다 달라진 것이 있는지 TJB 조혜원 기자가 취재했습니다. <기자> 지난해 9월 SUV 차량에 치여 숨진 9살 고 김민식 군. 이후 어린이보호구역 내 교통안전을 강화하는 이..",https://news.sbs.co.kr/news/endPage.do?news_id=N1005716516&plink=ORI&cooper=ETC
2020-03-25,OBS,'민식이법' 시행 스쿨존서 서행 운전 '주의',【앵커】 어린이 보호구역에서 교통사고를 낼 경우 처벌을 강화하는 이른바 '민식이법'이 시행됐습니다. 사고를 내 아이가 사망할 경우 최대 무기징역까지 나올 수 있어 각별한 주의가 필요합니다. 이승환 기자가 현장에 나가봤습니다. 【기자】 서울의 한 초등학교 앞에 설치된 속도측정기입니다. 차량 3대가 제한속도를 비웃듯 시속 30km를 웃..,http://www.obsnews.co.kr/news/articleView.html?idxno=1207998
2020-03-25,YTN,민식이법 시행 첫날...과속 단속 카메라 설치율은 5%,"[앵커] 어린이 보호구역에서 교통단속과 처벌을 대폭 강화한 이른바 '민식이법'이 오늘부터 시행됐습니다. 스쿨존에 아이들 안전을 위한 시설들이 설치됐지만, 과속 단속 카메라 설치율은 5%에 그치는 등 미흡한 부분도 있었습니다. 신준명 기자입니다. [기자] 지난 2018년 4월, 초등학생 1학년 조 모 양이 마을버스에 치여 목숨을 잃은 건널목입니다. ..",https://www.ytn.co.kr/_ln/0103_202003252328446692
2020-03-25,한국일보,‘민식이법’ 시행 첫날 개정안 체감하지 못하는 보행자ㆍ운전자는 여전,어린이보호구역(스쿨존) 내 교통사고 가해자 처벌을 강화한 ‘민식이법’ 시행 첫날인 25일 서울 종로구의 한 초등학교 앞. 불과 10m 떨어진 곳은 왕복 4차로 도로였다. 정문에서 300m 이내 통학로는 스쿨존이라 30㎞ 이내 속도로 운전해야 하지만 과속단속카메라만 통과하면 다시 속도를 올리는 차들이 적지 않았다. 서둘러 음식을 배달해야 하는 오토바이들은..,
2020-03-25,MBC,'민식이법' 오늘 시행 스쿨존 '조심 또 조심',"◀ 앵커 ▶ 어린이 보호구역에서 교통안전단속을 강화하는 이른바 '민식이법'이 오늘부터 시행됩니다. 신호등과 과속카메라가 우선 설치되고 사망이나 상해 사고를 내면 최대 무기징역까지 받게 됩니다. 조명아 기자입니다. ◀ 리포트 ▶ 지난해 9월, 어린이 보호구역 횡단보도를 건너는 아이를 향해 흰색 SUV가 그대로 돌진하면서, 당시 9살이던 김민식 군..",https://imnews.imbc.com/replay/2020/nwtoday/article/5676016_32531.html
2020-03-25,YTN,"아직 미흡한 불법 주 정차 단속...""주민신고제 적극 활용""","[앵커] 이번에는 신준명 기자가 나가 있는 초등학교 부근을 살펴보겠습니다. 신 기자, 그곳은 어떻게 달라졌습니까? [기자] 제가 나와 있는 이 문현초등학교 앞 왕복 6차선 도로는 하루에만 차량 2만여 대가 다닐 만큼 복잡한 곳입니다. 또 도로가 넓은 만큼 차들이 속도를 높이기 쉬운 상황이다 보니, 아이들의 안전을 지키기 위해 제가 서 있는 횡단 보..",https://www.ytn.co.kr/_ln/0103_202003251455433530
2020-03-25,서울신문,“음주운전 사망 가해자와 형량 같다” 민식이법 반대 청원,"스쿨존 사망사고 최대 무기징역 민식이법 반대 청원 등장 ‘형벌 비례성 원칙’ 훼손한 법 주장도... 25일(오늘)부터 학교 앞 어린이 교통안전을 대폭 강화하는 내용이 담긴 이른바 ‘민식이법’이 시행된다. 어린이 보호구역 도로에 무인단속장비, 횡단보도 신호기 등 설치가 늘어나고 불법 노상주차장도 폐지된다. 자동차 운전자가 어린이 안전에 유의하면서 운전..",http://www.seoul.co.kr/news/newsView.php?id=20200325500069
2020-03-25,매일경제,`민식이법` 25일부터 시행 어린이 보호구역 내 제한속도 30km 하향조정,"어린이보호구역에서 아동 교통사고를 낼 경우 처벌을 강화하는 '민식이법'이 25일부터 시행된다. 경찰청과 행정안전부, 교육부는 지난 24일 보도자료를 내고 지난 1월 발표한 어린이 보호구역 교통안전 강화대책에 따른 올해 이행계획을 확정했다고 밝혔다. 주요 이행계획을 보면 먼저 올해 2060억 원을 투자해 교통사고 다발 지역에 무인 단속 장비와 신호등 각 ..",http://news.mk.co.kr/newsRead.php?no=306203&year=2020
2020-03-25,아시아경제,'민식이법' 본격 시행 스쿨존 '하교시간 횡단보도' 각별히 주의해야,[아시아경제 이관주 기자] 어린이 보호구역(스쿨존)에서 안전운전 의무를 위반해 교통사고를 내면 가중 처벌하는 이른바 '민식이법'이 25일 본격 시행됐다. 특히 하교시간 학교 앞 횡단보도에서 잦은 사고가 발생하는 만큼 운전자들의 각별한 주의가 요구된다. 25일 도로교통공단 교통사고분석시스템(TAAS)에 따르면 2016~2018년 3년 동안 스쿨존에서..,http:www.asiae.co.kr/article/2020032511143643590
2020-03-25,한국경제,[이슈+] 오늘부터 민식이법...'어린이 스쿨존 사망' 무기징역까지,"어린이 교통사고를 줄이기 위해 학교 앞 교통안전을 대폭 강화한 '민식이법'이 25일 시행됐다. 어린이 보호구역(스쿨존) 제한속도가 30km/h로 하향됐고, 사고가 발생할 경우 운전자가 가중처벌을 받는다. 스쿨존 내 사고로 어린이가 사망에 이르는 경우 최대 무기징역까지 벌받을 수 있다. '민식이법'은 지난해 9월 충남 아산시 한 초등학교 앞 어린이 ..",https://www.hankyung.com/economy/article/202003259428g
2020-03-25,동아일보,어린이 등하굣길에 ‘워킹 스쿨버스’ 도입,"어린이의 안전한 등하굣길을 위한 ‘워킹 스쿨버스’ 프로그램이 6월까지 전국 259개 학교에 도입된다. 서울, 부산 등의 어린이보호구역에는 불법 주정차 단속카메라가 설치되며 등하교시간 차량통행제한 지역도 늘어난다. 행정안전부는 이러한 내용을 담은 ‘어린이보호구역 교통안전 강화대책’의 올해 이행 계획을 확정, 발표했다고 24일 밝혔다. 정부와 지방자..",http://www.donga.com/news/article/all/20200325/100333317/1
2020-03-25,조선일보,스쿨존 운전조심! 어린이 사망사고 최대 무기징역,앞으로는 스쿨존에서 교통사고를 일으켜 어린이가 숨질 경우 최대 무기징역을 받을 수 있다. 어린이가 다치기만 한 경우에도 최대 15년 징역형을 선고받을 수 있다. 이러한 내용의 이른바 '민식이법'(도로교통법 특정범죄가중처벌 등에 관한 법률 개정안)이 25일부터 시행된다. 법에 따라 스쿨존 내에서 13세 미만 어린이 교통 사망사고를 낼 경우 무기 또는..,https://news.chosun.com/site/data/html_dir/2020/03/25/2020032500217.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2020-03-25,국민일보,어린이 교통사고 막는 ‘옐로카펫’ 1000곳 깔린다,"어린이 교통사고 방지를 위해 횡단보도 앞에 노란색 페인트칠을 한 ‘옐로카펫’이 2022년까지 1000곳으로 확대된다. 행정안전부와 교육부, 경찰청은 올해 ‘어린이 보호구역 교통안전 강화대책’을 확정했다고 24일 밝혔다. 횡단보도 보행신호를 기다리는 어린이들의 안전지대를 표시한 옐로카펫과 안전 대기장소를 노란 발자국으로 표시한 ‘노란색발자국’을 올해..",http://news.kmib.co.kr/article/view.asp?arcid=0924129514&code=11131100
2020-03-25,중앙일보,"[미리보는 오늘] 檢 송치되는 조주빈, 경찰 포토라인에 선다","━ 조주빈이 검찰에 송치됩니다. 미성년자 등을 협박해 성착취 영상을 찍고, 이를 유포한 텔레그램 ‘박사방’의 운영자 조주빈이 오늘 검찰에 송치됩니다. 경찰은 오전 8시 조주빈을 검찰에 송치하면서 취재진에 실제 그의 얼굴을 공개하기로 했습니다. 경찰은 어제 조주빈에 대한 신상정보 공개 심의위를 열고 얼굴과 이름 등 신상을 공개하기로 결정했습니다. 지..",https://news.joins.com/article/olink/23332930
2020-03-25,한국일보,어린이보호구역 교통사고 처벌 강화 ‘민식이법’ 25일부터 시행,"학교 앞 어린이보호구역(스쿨존) 내 교통안전을 대폭 강화하는 ‘민식이법’이 25일부터 시행되는 가운데 정부가 ‘어린이보호구역 교통안전 강화대책’ 등 올해 이행계획을 24일 확정ㆍ발표했다. 개정 도로교통법에 따라 스쿨존 내 무인 교통단속장비와 신호등을 늘리고 관련법 위반 시 처벌을 강화하는 게 골자다. 정부는 우선 2,060억원을 투자해 올해 안에 어린이..",
2020-03-25,서울신문,"“아빠, 30㎞ 넘지 마세요” 스쿨존, 오늘부터 민식이법 시동","재난 예방의 중요성은 누군가의 희생을 통해 뒤늦게 확인하게 된다. 평소에는 놓치기 쉬운 것들이지만 더 큰 피해를 막기 위한 노력은 지금도 곳곳에서 이어지고 있다. 서울신문은 지난해 상반기 재난안전 사고를 유형별로 되짚고 ‘안전문화’를 확산하자는 취지로 10회에 걸쳐 ‘세이프 코리아 리포트’를 기획보도했고, 하반기에는 산업현장의 안전관리 실태를 5회에 걸..",http://www.seoul.co.kr/news/newsView.php?id=20200325016001
2020-03-25,머니투데이,스쿨존 '조심 또 조심' 오늘부터 시행되는 '민식이법' 무엇?,[머니투데이 한민선 기자] /사진=이지혜 디자인기자 25일부터 시행되는 어린이 보호구역(스쿨존) 관련 법 개정안인 '민식이법'에 대해 관심이 쏠린다. 민식이법은 지난해 9월11일 충남 아산의 한 스쿨존에서 발생한 교통사고로 김민식군이 사망한 이후 스쿨존 교통사고 가해자에 대한 처벌을 강화해야 한다는 사회적 여론이 형성되면서 만들어졌다. 민식이..,http://news.moneytoday.co.kr/view/mtview.php?no=2020032507193316691&type=2
2020-03-25,아주경제,[한눈에 뉴스] 코로나 진단키트 관련주 희비 '박사' 조주빈 학교 인스타 화제,24일 기준 국내 신종 코로나바이러스 감염증(코로나19) 확진자 가운데 중증 이상의 환자는 87명으로 이 중 62명은 상태가 위중한 것으로 파악됐다. 위중한 환자에는 20대 1명과 40대 2명도 포함돼 있다. [사진=연합뉴스] ▶코로나 진단키트 관련주가 눈길을 끈다. 전 세계적으로 신종 코로나바이러스 감염증(코로나19)이 확산되면서 진단키트 ..,http://www.ajunews.com/view/20200325072424847
2020-03-25,YTN,'민식이법' 오늘부터 시행...스쿨존 교통안전 대폭 강화,"어린이 보호구역 '스쿨존'에 무인 교통단속 장비와 신호등 등을 설치하는 내용의 도로교통법 개정안, 이른바 '민식이법'이 오늘(25일)부터 시행됩니다. 경찰청과 행정안전부, 교육부가 발표한 어린이 보호구역 교통안전 강화 이행계획에 따르면 보호구역 내 제한속도는 시속 30km로 하향 조정합니다. 또, 어린이 보호구역 내 주 정차 위반 차량에 대한 단속도..",https://www.ytn.co.kr/_ln/0103_202003250001258643
2020-03-25,머니투데이,오늘부터 '민식이법' 시행 스쿨존 사고내면 최고 무기징역,[머니투데이 유동주 기자] 어린이보호구역에서 아동 교통사고를 낼 경우 처벌을 강화하는 '민식이법' 시행을 하루 앞둔 24일 서울 시내의 한 초등학교 앞으로 어린이들이 지나가고 있다. 민식이법은 어린이보호구역 내 신호등과 과속단속 카메라 설치 의무 및 안전의무 부주의로 인한 사망 및 상해 사고를 일으킨 가해자를 가중처벌하는 내용을 담고 있다. 2020.3..,http://news.moneytoday.co.kr/view/mtview.php?no=2020032508072324972&type=2
2020-03-25,세계일보,"""30km 넘지 마세요"" 스쿨존. 오늘부터 '민식이법' 시행","사진=연합뉴스 어린이 보호구역 '스쿨존'에 무인 교통단속 장비와 신호등 등을 설치하는 내용의 도로교통법 개정안, 이른바 '민식이법'이 오늘(25일)부터 시행된다. 경찰청과 행정안전부, 교육부가 발표한 어린이 보호구역 교통안전 강화 이행계획에 따르면 보호구역 내 제한속도는 시속 30km로 하향 조정된다. 또 어린이 보호구역 내 주 정차 ..",http://www.segye.com/content/html/2020/03/25/20200325503424.html
2020-03-25,아주경제,스쿨존 안전 강화 '민식이법' 시행 무엇이 달라지나,"[사진=신동근 기자] 어린이 보호구역 교통안전 강화 대책인 ‘민식이법’이 25일부터 시행된다. 24일 교육부, 행정안전부, 경찰청은 올해 1월 발표한 ‘어린이 보호구역 교통안전 강화대책’ 2020년도 이행 계획을 발표했다. 민식이법이란 작년 9월 충남 아산시 한 초등학교 앞 어린이 보호구역에서 교통사고로 숨진 김민식군(사망 당시 9세..",http://www.ajunews.com/view/20200325081603921
2020-03-25,헤럴드경제,"윤화섭 안산시장, 어린이 교통사고 제로도시 선보인다",[헤럴드경제(안산)=지현우 기자] 안산시(시장 윤화섭)는 ‘민식이법’으로 불리는 개정 도로교통법 시행에 맞춰 어린이 통학로 안전을 확보하고 교통사고를 예방하기 위해 128억 원을 투입해 학교주변 교통안전시설물 정비에 나선다고 25일 밝혔다. 이날부터 시행되는 개정 도로교통법은 지난해 9월 충남 아산의 한 어린이 보호구역에서 교통사고로 숨진 김민식..,http://biz.heraldcorp.com/view.php?ud=20200325000078
2020-03-25,아시아경제,"쿠팡, 전 배송 차량에 '어라운드 뷰' 설치",[아시아경제 김철현 기자] 쿠팡은 '쿠팡맨'의 안전 운전을 돕기 위해 전 배송 차량에 '어라운드 뷰'를 설치한다고 25일 밝혔다. 어라운드 뷰는 차량에 부착된 4대의 카메라가 차량 주변을 360도로 한 화면에 보여주는 장치이다. 어라운드 뷰를 통해 쿠팡맨은 주행 시 더 넓은 시야를 확보하고 차량 전방위에서 발생하는 상황을 파악할 수 있다. 특히 사각지대..,http:www.asiae.co.kr/article/2020032509155791949
2020-03-25,SBS,'민식이법' 시행 어린이 보호구역 안전 강화,"학교 앞 어린이 교통안전을 대폭 강화하는 이른바 '민식이법'이 오늘(25일)부터 시행됩니다. 정부는 올해 2천60억 원을 들여 어린이 보호구역에 무인 단속장비와 신호등을 각각 2천여 대를 우선 설치할 방침입니다. 또 학교와 유치원 근처 불법 노상주차장을 모두 폐지하고, 운전자가 어린이를 쉽게 인식할 수 있도록 어린이 횡단보도 대기소인 ..",https://news.sbs.co.kr/news/endPage.do?news_id=N1005714781&plink=ORI&cooper=ETC
